,Gene,IEI_Interactor
142,POLR2A,"ACTB, ACTB, AIRE, ATM, ATM, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA2, CCNK, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CREBBP, CREBBP, DNMT3B, EP300, EP300, FANCD2, FANCD2, GTF2E2, HTRA2, ITCH, ITCH, ITCH, KMT2A, KRAS, KRAS, NF1, NFKB1, NFKBIA, NFKBIA, NFKBIA, NFKBIA, NFKBIA, POLR3A, POLR3A, PSMB9, PTEN, RECQL4, RTEL1, SLX4, SRC, STN1, TGFB1, TP53, TP53"
143,TAF11,"ACTB, RELA, THRA, THRA"
144,HNRNPU,"ACTB, ACTB, ACTB, AICDA, BRCA1, CD81, CDK9, CDK9, CDKN2A, CDKN2A, CHEK2, EP300, EP300, EP300, EP300, FANCD2, HNRNPK, HSPA9, IFNAR1, IKBKB, ISG15, KIF23, KRAS, NLRP7, PTEN, RBM8A, RC3H1, RC3H1, RECQL4, RIT1, RNF31, RPL10, RPL18, RPS27, RPS29, RPS29, RUNX1, SART3, STXBP3, TGFB1, TP53, TP53, TP53, WRAP53"
145,DHX9,"ACTB, BRCA1, BRCA1, BRCA1, CDK9, CHEK2, CNBP, EP300, FANCD2, HNRNPK, ISG15, KIF23, KRAS, KRAS, KRAS, NLRP7, PPP1CB, PRKDC, PRKDC, PTEN, RBM8A, RC3H1, RECQL4, RELA, RIT1, RNF168, RNF168, RNF168, RPL10, RPL11, RPL19, RPL5, RUNX1, SART3, TP53, TP53, TP63"
146,SNCA,"ACTB, APOA1, APP, APP, CLU, CLU, CLU, GBA1, HAX1, HAX1, PRKCD, SRC, TUBB1"
147,SLC6A2,ACTB
148,NSMAF,"ACTB, ACTB, TNFRSF1A, TNFRSF1A"
149,RUVBL1,"ACTB, ACTB, ACTB, ACTG1, BRCA1, CDC42, CDK9, CDK9, CFTR, CHEK2, DKC1, DKC1, DKC1, DNASE2, DOCK8, FANCD2, INO80, INO80, ISG15, KIF23, KMT2A, KRAS, KRAS, LZTR1, MAPK8, MLH1, OFD1, OFD1, PMS2, PSMA3, PSTPIP1, RBM8A, RECQL4, RIT1, TGFB1, TNFSF13, TYK2, VAV1"
150,RUVBL2,"ACTB, ACTB, ACTB, ACTG1, AIRE, BRCA1, BRCA1, CDK9, CDK9, CDKN2A, CFTR, DKC1, DKC1, DKC1, DKC1, DNASE2, EP300, FANCD2, INO80, INO80, ISG15, KRAS, LIG4, LIG4, MLH1, NFKB1, NFKB1, NOS2, PLA2G4A, PMS2, POLD1, RBM8A, RECQL4, RIT1, TBK1, TGFB1, TNFSF13, TYK2, UBR5"
151,MYH11,"ACTB, CFTR, KIF23, MYO5A, TNFAIP3, TNIP1"
152,CORO1C,"ACTB, ACTB, ACTB, BTK, CBL, CDC42, CDK9, CORO1A, CORO1A, FANCD2, HRAS, HTR1A, KIF23, KRAS, MYH9, NPC1, NRAS, PCCB, PPP1CB, RC3H1, RECQL4, TP53, TPP1"
153,PPP1CA,"ACTB, BRAF, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, CDK9, CHUK, EP300, FANCD2, IKBKB, IKBKB, KIF23, MYH9, NCAM1, NLRP7, PPP1CB, PPP1CB, RECQL4, SHOC2, TNFRSF1A, UBR5"
154,FHOD1,"ACTB, ACTB, RAC1, RAC1, RANBP2"
155,TRAF3IP1,"ACTB, ACTB, APP, DTNBP1, NME8, TRAF3, TRAF3"
156,ERBB2,"ACTB, CBL, CD79B, CD79B, CDC42, CHEK2, ERBIN, ERBIN, ERBIN, ERBIN, ERBIN, ERBIN, ERBIN, HAVCR2, HAX1, HRAS, IL6ST, ITGAV, KRAS, LYN, OSMR, OSMR, PIK3R1, PLCG2, PTPN11, RAF1, SRC, SRC, SRC, SRC, SRC, SRC, STAT1, TGFBR2, TGFBR2, TGFBR2, TP53, VSIG4"
157,POLR1B,"ACTB, KRAS, LZTR1, POLR3A, POLR3A, RC3H1, RIT1"
158,OTUB1,"ACTB, EP300, EP300, FAS, FGB, FGB, MSH2, MSH2, NFKBIA, OTUD6B, OTUD6B, OTUD6B, OTUD6B, OTUD6B, TGFBR1, TGFBR1, TNFSF12, TP53, TP53, TRAF3, TRAF3, TTR"
159,NOS3,"ACTB, ACTB, IKZF3, PSEN1"
160,ICAM1,"ACTB, ACTN1, ACTN1, CFTR, IFNG, ITGAM, ITGB2, MSN, NOS2, RELA"
161,CD81,"ACTB, ACTN1, ACTN1, CD19, CD19, CD19, CD4, CD81, CD81, CR2, CTSC, MSN, MSN, TP53"
162,VCAM1,"ACTB, MSN"
163,ICAM3,"ACTB, MSN"
164,PFN1,"ACTB, ACTB, ACTG1, ARHGEF1, BRCA1, CDK9, CFTR, DOCK8, FANCD2, ISG15, ISG15, KRAS, LIG4, RECQL4, TP63"
165,CAV1,"ACTB, APP, APP, BTK, CDC42, CDK9, CFTR, CXCR4, FANCD2, FAS, INSR, IRAK1, ISG15, ITCH, ITPR3, KRAS, KRT8, LYN, PTEN, PTPN11, PTPN11, RAC1, RAC1, RAC1, RAC2, RHOG, RHOH, SRC, TGFBR1, TGFBR1, TNFRSF1A"
166,EP300,"ACTB, ATR, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, C1R, CFH, CIITA, CREBBP, CREBBP, CREBBP, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, GATA1, GATA2, GATA3, IRF3, IRF3, IRF3, IRF3, IRF3, IRF3, IRF3, IRF4, IRF7, ITGAV, KDM1A, KLF1, MAPK8, MRTFA, NFE2L2, NFKB1, NFKB1, NFKB1, NFKB1, NFKB1, PAX5, PAX5, PAX5, PIK3R1, PRKCD, REL, REL, REL, REL, REL, RELA, RELA, RELA, RELA, RELA, RELA, RELA, RELA, RELA, RELA, RELA, RELA, RELA, RELA, RELA, RELA, RELA, RUNX1, SMAD3, SMAD3, SMAD3, SMAD3, SMAD3, SMAD3, SMAD3, SMAD3, SMAD3, SMAD3, SMAD3, SRC, STAT1, STAT1, STAT2, STAT3, STAT3, STAT3, STAT6, STAT6, STAT6, STAT6, TBX21, TCF3, TCF3, TCF3, TCF3, TERF2, TERF2, TGFBR1, THRA, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP63, TP63, TP63, TP63"
167,CSNK2B,"ACTB, BLM, BRCA1, BRCA1, CD81, CDK9, CDK9, HTRA2, IKBKB, KRAS, KRAS, LYST, LYST, MECOM, NCF1, NFKBIA, RAD51, RECQL4, RIT1, SH3KBP1, SRC, TERF2, TP53"
168,KHDRBS1,"ACTB, BRCA1, BTK, CD81, CDC42, CREBBP, CREBBP, CREBBP, CREBBP, CREBBP, CREBBP, CREBBP, EP300, FADD, FANCD2, GATA1, HCK, HNRNPK, HNRNPK, HNRNPK, HNRNPK, HNRNPK, INSR, ITK, ITK, ITK, KIF23, LCK, LCK, LCK, LYN, LYN, MECOM, NCF1, PIK3R1, PIK3R1, PIK3R1, PPP1CB, RECQL4, RNF31, SH3KBP1, SRC, SRC, SRC, SRC, SRC, SRC, SRC, SRC, SRC, SRC, SRC, SRC, SRP54, STAT3, TNFRSF1A"
169,PROSER2,"ACTB, ACTB, POT1"
170,RPL10A,"ACTB, APP, BRCA1, CDK9, CFTR, CNBP, CNBP, FANCD2, KIF23, KRAS, MAP3K14, PTEN, PTEN, RBM8A, RC3H1, RECQL4, RIT1, RPL10, RPL10, RPL11, RPL11, RPL11, RPL15, RPL18, RPL18, RPL19, RPL19, RPL27, RPL35A, RPL36, RPL36, RPL36, RPL5, RPL5, RPL9, RPS10, RPS14, RPS14, RPS15A, RPS19, RPS26, RPS27, RPS7, RPSA, SRP72, TP53, TP53"
171,COTL1,"ACTB, TERF2IP"
172,AMOT,"ACTB, EP300, IKBKG, ITCH, ITCH, ITCH, LCK, MLH1, MLH1, PTEN, PTEN, RBCK1, SART3, UNC119, UNC119"
173,EHHADH,"ACTB, ACTB, ACTG1, TP63"
174,CAP2,"ACTB, ACTB, ACTB, ACTB, ACTB, ACTG1, ACTG1, ACTG1, ARHGEF1, CCDC40, TP53"
175,KAT2B,"ACTB, BRCA2, BRCA2, BRCA2, BRCA2, CDKN2A, CHEK2, CIITA, CREBBP, CREBBP, CREBBP, CREBBP, CREBBP, CREBBP, CREBBP, ELF4, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, FLI1, FLI1, MECOM, MRE11, MRE11, MYSM1, PAX5, PTEN, SMAD3, SMAD3, SMAD3, SMAD3, TCF3, TCF3, TCF3, TCF3, TP53, TP53, TP53"
176,CAD,"ACTB, ACTG1, BRCA1, CBL, CDK9, CFTR, HAX1, HTRA2, IL12RB1, IRF7, ISG15, KRAS, KRT8, MAP2K1, MAP3K14, MAP3K14, NOS2, POLD1, PTEN, RC3H1, RC3H1, RECQL4, RHOH, RIT1, RNF31, SRC, TGFB1, TP53, TP53, TP63, UBR5, VAV1"
177,EEF1A1,"ACTB, ACTB, ACTG1, AICDA, C8A, CBL, CD81, CDK9, CDK9, CREBBP, EP300, FAS, HSPA9, HTR1A, HTRA2, HTRA2, KRAS, KRAS, KRAS, KRAS, LIG4, LIG4, MAD2L2, MAD2L2, MAP3K14, MYSM1, NRAS, POLE2, PSMA3, RAB27A, RAC1, RAF1, RAF1, RC3H1, RECQL4, RIT1, RNF31, RPL5, RPS27, RRAS, RUNX1, SAMHD1, SAMHD1, SAMHD1, TET2, TGFB1, TP53, TP63, TRAP1, TTR"
178,EEF1A2,"ACTB, ACTG1, BTK, CARD9, CD81, CDK9, DNMT3B, FGB, FGB, GBA1, GTF2E2, GTF2E2, ISG15, NCSTN, NCSTN, PSMA3, PSMA3, PTEN, RHOG, RPL35A, RUNX1, TCF3, UBR5"
179,YARS1,"ACTB, ACTG1, CDC42, CDC42, GTF2E2, GTF2E2, KRAS, LCK, RAC1, RHOH"
180,21454,"ACTB, CFTR, PTEN"
181,12461,ACTB
182,HIP1R,"ACTB, ACTB, CD40, CD70, CD70, FPR1, MYH9, SH3KBP1"
183,NDEL1,"ACTB, CENPF, MYO5A, PLEKHM1, PTX3"
184,DGCR6L,"ACTB, DTNBP1, GATA1, POU2AF1"
185,PAK4,"ACTB, CDC42, CDC42, CDC42, CDC42, CDC42, CDC42, G6PD, KRAS, KRAS, KRAS, LYN, NRAS, POT1, RAC1, RAC2, RHOG"
186,SPTB,"ACTB, CDK9, CRP, CRP, NCAM1, STAT1"
187,MAPT,"ACTB, ACTG1, APP, APP, APP, APP, BRCA1, CASP8, CHEK2, CLU, CREBBP, EP300, EP300, EP300, HAX1, HAX1, HAX1, LCK, LCK, MAPK8, MAPK8, PIK3R1, PIK3R1, PIK3R1, PIK3R1, PLCG2, PPP1CB, PSEN1, PTPN11, SRC, SRC, SYK"
188,PHB2,"ACTB, ATAD3A, BRCA1, C1QBP, C1QBP, CDC42, CDC42, CYCS, EP300, FANCD2, HSPA9, ISG15, ITPR3, KIF23, KRAS, KRAS, PCCB, PSMA3, PTEN, RAC1, RC3H1, RECQL4, RFXANK, RHOG, RIPK2, RIT1, TRAP1, UNC93B1"
189,SCCPDH,"ACTB, APOA2, C3AR1, C3AR1, HSPA9, IGHM, NFKB1, PCCB, RPL35A, SLC39A4, SLC39A4"
190,FDX2,"ACTB, KRAS, RIT1"
191,OGDH,"ACTB, C1QBP, HSPA9, ISG15, KRAS, NCF1, PCCB, RHOG, TP53, TRAP1"
192,SFXN1,"ACTB, CDC42, CDK9, CFTR, EP300, MTHFD1, NCSTN, PSMB10, RAC1, RAC1, RHOH"
193,RAB1A,"ACTB, BRAF, CDC42, CDC42, EP300, FANCD2, HRAS, HSPA9, KIF23, KRAS, KRAS, NPC1, NRAS, PNP, RAC1, RAC2, RECQL4, RHOG, RHOH, SART3"
194,CYB5R1,"ACTB, KRAS, NRAS"
195,GSTO1,"ACTB, TRAF3"
196,SLC25A3,"ACTB, CDC42, CDC42, CDK9, CFTR, HSPA1L, ISG15, KRAS, MAD2L2, MAD2L2, MAD2L2, MAP2K2, MAP3K14, NOD2, NOS2, PSMB10, PTEN, PTEN, RAF1, RC3H1, RC3H1, RECQL4, SH3KBP1, SRC, TONSL, TP53, UBR5, UNC93B1, VAV1"
197,NIPSNAP1,"ACTB, C1QBP, RHOH, TRAP1"
198,PAM16,"ACTB, C1QBP, HRAS, RHOG"
199,ACSF2,"ACTB, F12, PCCB, TAFAZZIN"
200,POGLUT3,"ACTB, TP53"
201,RAB11A,"ACTB, CDC42, CFTR, DTNBP1, FANCD2, HSPA1L, IKBKG, IKBKG, IKBKG, ISG15, JAK3, KRAS, MYH9, MYO5B, MYO5B, RAC1, RAC2, SH3KBP1, STX3"
202,STOML2,"ACTB, C1QBP, CFTR, FANCD2, HSPA1L, HSPA9, KIF23, PSMA3, PSMB10, RC3H1, RECQL4, RHOG, STK4, TGFB1, TRAP1, UNC93B1"
203,OCIAD2,"ACTB, STAT3"
204,MTCH2,"ACTB, FANCD2, OFD1, PCCB, RAC1, TNFRSF13C"
205,MTX1,"ACTB, FPR1, HTRA2, IL2RA, KRAS"
206,NDUFB9,"ACTB, HSPA1L"
207,TOMM22,"ACTB, EXTL3, HSPA1L, KRAS, KRAS, LCK, MAP2K1, PCCB, PSEN1, RIT1, RPL11, RPS10, STX3, TFRC, VAV1"
208,UBE2V2,"ACTB, BCL10, MALT1, RBCK1, RC3H1, TP53, TRADD"
209,VDAC3,"ACTB, APP, ATP6AP1, CD4, CD59, CDC42, FANCD2, ITGAV, JAGN1, MAGT1, MOGS, PCCB, SBDS, SCO2, UNC93B1"
210,PDIA2,"ACTB, ACTB, CD3D, TAP1, TAP1"
211,UBE2I,"ACTB, B2M, B2M, BLM, BLM, BRCA1, BRCA1, CDKN2A, CDKN2A, CEBPE, CEBPE, CREBBP, CREBBP, CREBBP, CREBBP, DNMT3B, EP300, ETV6, FAS, FAS, FLI1, FYB1, FYB1, HNRNPK, IKZF1, IKZF3, KRAS, KRAS, NFKBIA, PTEN, RAD51, RAD51, RAD51, RAD51, RAD51, RANBP2, RANBP2, RANBP2, RANBP2, RANBP2, RANBP2, RANBP2, RANBP2, RANBP2, RIT1, SLX4, SLX4, STAT3, TOP2B, TP53, TP53, TP53, TP53, TP53, TP53, TP63, TP63, TRAF3, WAS, WAS, XIAP"
212,CDC37,"ACTB, AK2, BRAF, BRAF, BRAF, BRAF, BRAF, BRCA1, BTK, BTK, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CDK9, CFTR, CHUK, CHUK, CHUK, FNIP1, HCK, IKBKB, IKBKB, IKBKB, IKBKB, IKBKB, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IRAK1, IRAK1, ITK, ITK, KRAS, LCK, LCK, LYN, MAP2K1, MAP2K2, MAP3K14, MAP3K14, OFD1, PSEN1, RAF1, RAF1, RECQL4, RIT1, RNF31, SRC, SRC, STK36, STK36, STK4, TBK1, TERF2, TGFB1, TRAF5"
213,142679,"ACTB, INSR"
214,1489048,ACTB
215,1489079,"ACTB, RNF168, RNF168"
216,VPS13A,"ACTB, CDC42, HAX1, KRAS, LYN, LYN, RAC1, RAC2, RHOG, RHOH"
217,TRAP1,"ACTB, AK2, BRAF, C1QBP, CDK9, HSPA9, ISG15, KIF23, MYH9, RECQL4, RHOG, RUNX1, TNFRSF1A, TYK2, UBR5"
218,PPFIA1,"ACTB, CDC42, HRAS, KRAS, KRAS, LCK, LYN, NRAS, NRAS, PIK3R1, RAC1, RAC2, RHOG, RHOH, RIT1, STX11, STX11, TP63"
219,PCM1,"ACTB, CCDC40, CCDC40, CCDC65, CCDC65, FBF1, ISG15, OFD1, OFD1, OFD1, RNF168, RNF31, SP110, TERF2"
220,ABLIM1,"ACTB, BCO1, BCO1, CDK9, DOCK8, FBF1, KRAS, LYN, MYH9, NPC1, PPP1CB, VAV1"
221,ACTBL2,"ACTB, ACTB, ACTG1, ADA, CDK9, FANCD2, GTF2E2, GTF2E2, ISG15, MYH9, MYSM1, PRKCD, RC3H1, RNF31, RNF31, RPL15, THRB, THRB, TP53, UBR5, VAV1, VAV1"
222,ACTC1,"ACTB, ACTB, ACTG1, CDK9, GSN, IL23R, ISG15, KIF23, RAC1, SH3KBP1, SMARCD2"
223,ACTN4,"ACTB, ACTN1, ACTN1, CD81, CDK9, CDKN2A, CFTR, FANCD2, GSN, INO80, ISG15, ISG15, MYH9, PPP1CB, PSMA3, RELA, SAR1B, SRC, STAT1, TFRC, TFRC, TP53, UBR5"
224,ADD1,"ACTB, ACTB, ACTG1, CDK9, FAS, HRAS, KRAS, KRAS, LYN, NRAS, RAC1, RAC2, RHOG, RHOH, TP53"
225,ADD2,"ACTB, ACTB, DEF6, DEF6, DEF6, HRAS, KIF23, KRAS, KRAS, LYN, NRAS, NRAS, RAC1, RHOG"
226,ADD3,"ACTB, ACTG1, CDC42, HRAS, KRAS, KRAS, KRAS, KRAS, LYN, NEUROG3, NRAS, NRAS, RAC1, RAC2, RHOG, RHOH, STAT5A, TP53"
227,AIF1L,"ACTB, TFRC, TFRC"
228,ARHGAP12,"ACTB, ACTB, ACTG1, KRAS, LYN, RAC1"
229,ARHGAP21,"ACTB, CDC42, HRAS, KIF23, KRAS, KRAS, KRT8, LCK, LYN, MYH9, PPP1CB, RAC1, RAC2, RHOG"
230,ARHGAP35,"ACTB, RAC1, RAC2, RHOG, TP63"
231,BAIAP2,"ACTB, ACTB, ACTG1, CDC42, CDC42, CDC42, CDC42, CDC42, COG6, HRAS, HRAS, KRAS, KRAS, KRAS, KRAS, KRAS, LYN, NRAS, RAC1, RAC1, RAC2, RET, RHOG, RHOH"
232,BAIAP2L1,"ACTB, ACTB, ACTG1, CDC42, FASLG, HRAS, KRAS, KRAS, LYN, NRAS, RAC1, RAC2, RHOG, RHOH, TERF2, TP53, TP53"
233,C1orf198,"ACTB, CDC42, FAS, GLRX5, NCSTN, STIM1"
234,647024,ACTB
235,CALD1,"ACTB, ACTN1, DOCK8, ISG15, MYH9, POT1, POT1, TERF2, TINF2, TP53"
236,CAP1,"ACTB, ACTB, ACTB, ACTG1, BRCA1, CFTR, KRAS, KRAS, LIG4, PLA2G4A, TRAF3"
237,CCDC22,"ACTB, ACTG1, COG6, COG6, DTNBP1, DTNBP1, KRT8, ODAD1, ODAD3, ODAD3, ODAD3, OFD1"
238,CD2AP,"ACTB, BLNK, BLNK, CBL, CBL, CBL, CBL, CBL, KIF23, KIF23, MSN, PSMB10, SH3KBP1, SH3KBP1, SH3KBP1, SH3KBP1, SH3KBP1, SH3KBP1, SOS1"
239,CLMN,"ACTB, FPR1, STIM1"
240,CNN2,"ACTB, BRCA1, CD81, CFTR, KIF23, RECQL4"
241,CNN3,"ACTB, EP300, RECQL4"
242,COBL,"ACTB, ACTB, ACTG1, CDC42, EP300, KRAS, MYH9, PPP1CB, RAC1"
243,COBLL1,"ACTB, ACTG1, CDC42, LCK, LYN"
244,COG7,"ACTB, CD40, COG6, COG6, COG6, DTNBP1, DTNBP1, TRAF5, TRAF5, UNC93B1"
245,CTNNA1,"ACTB, ACTN1, ACTN1, APP, BRCA1, CDC42, CDC42, CDK9, CFAP298, CFTR, KRAS, KRAS, LCK, LYN, PSEN1, RAC1, RAC2, RECQL4, RHOG"
246,CTTNBP2NL,ACTB
247,23002,"ACTB, CDC42, CFTR, CHEK2, RAC1, RAC2, RHOG, RHOH"
248,DCTN4,"ACTB, ACTB, ACTG1, C4BPB, C4BPB, C4BPB, GSN, KRAS, KRAS, RIT1"
249,DIAPH1,"ACTB, BRCA1, CDC42, KRAS, RAC1, RHOG"
250,DIAPH3,"ACTB, CDC42, HRAS, KRAS, KRT8, OFD1, RAC1, RAC2, RHOG"
251,DIXDC1,"ACTB, MYH9"
252,DMTN,ACTB
253,EFHD1,"ACTB, PSEN1, RPL35A, TFRC"
254,ENAH,"ACTB, ACTB, ACTG1, EP300, RAD51, TERF2IP, TP53"
255,EPS8,"ACTB, CBL, CFTR, HRAS, KRAS, RAC1, SOS1, SOS1, SRC, SRC"
256,FAM107B,ACTB
257,FGD4,"ACTB, CDC42"
258,FLII,"ACTB, ACTB, ACTG1, BRCA1, BRCA1, CDK9, CFTR, EP300, EP300, HAX1, ISG15, KRAS, LCK, MYD88, MYD88, MYH9, PPP1CB, PSMB10, RECQL4"
259,FMN2,"ACTB, ACTG1, CDC42, CDC42, KRAS, LCK, LYN, NRAS, RAC1, RAC1, RHOG, TGFBR2, TGFBR2, TGFBR2"
260,INF2,"ACTB, ACTB, ACTG1, CD55, CDC42, KIF23, KRAS, MYH9, PPP1CB, RAC1, RAC2, RHOG, STIM1, TFRC"
261,IQGAP2,"ACTB, CDC42, CDC42, CDC42, CDC42, CDC42, DTNBP1, DTNBP1, KRAS, KRAS, LYN, MAP3K14, RAC1, RAC1, RAC1, RAC1, RAC1, RELA, RHOG, RHOG, UNC93B1"
262,3706,ACTB
263,57608,"ACTB, GBA1"
264,JMY,"ACTB, EP300, EP300, EP300, EP300, MYH9"
265,CRACD,ACTB
266,KIAA1522,"ACTB, ACTG1, CDC42, HRAS, HRAS, KRAS, KRAS, KRAS, LCK, LYN, NRAS, RAC1, RAC2, RBM8A, SH3KBP1"
267,85379,"ACTB, DHFR, ETV6, F9, IKBKG, IL17RA, KRT8, LCK, OFD1, PPP1CB"
268,KIF14,"ACTB, CD40, CDC42, FCGRT, FCGRT, KIF23, KRAS, KRT8, RAC1, RIT1, SPINT2, SPINT2, SPINT2, TNFRSF1A, TNFRSF1A, TNFSF12"
269,KIF1B,"ACTB, APP, BRCA1, POMP"
270,LIMA1,"ACTB, CDC42, CFTR, KIF23, MYH9, NF1, NPC1, PPP1CB, PTEN, RNF168, STAT1, TP53, TP53"
271,LIMCH1,"ACTB, CFTR, IFNG, ISG15, MAGT1, MYH9, OTUD6B, OTUD6B, OTUD6B, PPP1CB, SH3KBP1"
272,LIMD1,"ACTB, BRCA2, BRCA2, BRCA2, ETV6, KRT8"
273,LMO7,"ACTB, CDK9, CFTR, CFTR, FANCD2, GTF2H5, IFNG, ISG15, KRAS, MYH9, PPP1CB, STING1, TBK1"
274,LPP,"ACTB, EFL1"
275,LRRFIP2,"ACTB, ACTG1, CDK9, CFTR, CFTR, ISG15, MYD88, MYH9, NPC1, PSMB10, SH2D1A, STAT3"
276,LUZP1,"ACTB, BRCA1, ISG15, MYH9, OFD1, PPP1CB, PTEN"
277,MACF1,"ACTB, CEBPA, DTNBP1, KIF23, LCK, LYN, MYH9, PRKCD, TERF2"
278,MAP9,"ACTB, AK2, PSENEN, SH3KBP1"
279,151963,"ACTB, CAVIN1, CAVIN1, REL, TP53"
280,MPRIP,"ACTB, CFTR, IKBKG, ISG15, KIF23, LCK, MYH9, PPP1CB, PTEN, PTEN, TRNT1, VTN"
281,MSN,"ACTB, BRCA1, CD46, CDK9, CFTR, FAS, HRAS, ISG15, KRAS, MSN, MYH9, NRAS, STAT1, TP53"
282,MTMR1,"ACTB, CDC42, HAVCR2, HAVCR2, HRAS, KRAS, LYN, NRAS, RAC1, RAC2, RHOG, RHOH, RPGR, RPGR, SBF2, SBF2, SBF2"
283,MYO9B,"ACTB, ACTG1, CDC42, KIF23, NEUROG3, NEUROG3"
284,NAA50,"ACTB, FCGRT, FGB, FGB, KRAS, RIT1, RPL35A"
285,NEBL,ACTB
286,NEXN,"ACTB, KRAS, MYH9, PPP1CB"
287,57224,"ACTB, TP53"
288,PALLD,"ACTB, BRCA1, CDC42, EP300, ISG15, LIG4, LIG4, MYH9, TP53"
289,114299,"ACTB, CDC42, KRAS, LCK, LYN, RAC1, RAC2, RHOG"
290,PALM2AKAP2,"ACTB, LCK, VAV1, VAV1"
291,79834,"ACTB, CARD8, CARD8, CARD8, CDC42, KRAS, KRAS, KRAS, LCK, LYN, RAC1, RAC2, RET, RHOG, RHOH"
292,PGK1,"ACTB, BRCA1, CFTR, DOCK8, FANCD2, ISG15, ISG15, KRAS, MSN, PSMA3, PTEN, PTEN, SHOC2, STAT3, TGFBR2, UBR5"
293,PHACTR2,"ACTB, ACTB, ACTG1, KRAS"
294,PHACTR4,"ACTB, ACTB, ACTG1, CDC42, HRAS, HRAS, KRAS, KRAS, KRAS, LCK, LYN, NRAS, NRAS, RAC1, RAC2, RET, RHOG, RHOH, SH3KBP1"
295,PLEKHG3,"ACTB, CDC42, CDC42, MYH9, PPP1CB, RAC1, RAC2, RHOG"
296,PLS3,"ACTB, CDK9, FANCD2, ISG15, MSN, MYO5A, RECQL4, TP63, TRAP1"
297,PPP1R18,"ACTB, BRCA1, CARD9, COG6, LIG4, STX11, STX11"
298,PPP1R9A,"ACTB, CDC42, KRAS, KRAS, LYN, NFKBIA, NFKBIA, NFKBIA, NRAS, RAC1, RAC2, RHOG"
299,PPP1R9B,"ACTB, BRCA1, CDC42, CDK9, CDKN2A, CDKN2A, KIF23, KRT8, MYH9, PPP1CB, RPS14, SOS2, TFRC, VAV1"
300,RAPH1,"ACTB, CDC42, KRAS, RAC1, RET, SH3KBP1"
301,RASSF8,"ACTB, LYN, LYN"
302,RDX,"ACTB, BRCA1, CFTR, LYN, MSN, RAC1, RAC2, RNASEH2B, TP53"
303,RPAP2,"ACTB, APOC3, BRCA1, EP300, ITCH, KRAS, KRT8, OFD1, POLR3A, RECQL4, RUNX1, TNFAIP6"
304,SCIN,"ACTB, ACTB, ACTB, ACTG1, CDC42"
305,SH3D19,"ACTB, CDC42, CDC42, KDM1A, LYN, SH3KBP1, SH3KBP1, SH3KBP1"
306,SHTN1,"ACTB, IKBKG, TNIP1"
307,SIPA1L1,"ACTB, CDK9, CEBPE, CEBPE, DCLK1, KRAS, KRT8, NF1"
308,SIPA1L3,"ACTB, CDK9, KRT8, MYH9, PPP1CB, RAC1"
309,SORBS1,"ACTB, CASP8, CBL, CBL, CBL, FBF1, INSR, SOS1, SRC"
310,SPTAN1,"ACTB, ACTB, ACTG1, BRCA1, CBL, CDC42, CDK9, CFTR, CREBBP, ERCC4, ERCC4, FANCA, FANCA, FANCA, FANCC, FANCD2, FANCD2, FANCG, FANCG, GATA2, HNRNPK, HRAS, ISG15, JAK1, KIF23, KRAS, KRAS, LCK, LYN, MLH1, MLH1, MLH1, MYH9, MYH9, NRAS, POT1, PPP1CB, PTEN, RAC1, RAC2, RHOG, RHOH, SOS1, STAT1, TFRC, TFRC, TGFBR2, UBR5"
311,SVIL,"ACTB, CFTR, FANCD2, GBA1, KIF23, KRAS, MYH9, PPP1CB"
312,SWAP70,"ACTB, OTUD6B, RAC1, RAC2"
313,TAGLN2,"ACTB, CDK9, CFTR, DOCK8, FANCD2, LIG4, MSN, SOS2"
314,TCHP,"ACTB, KRT8, KRT8, KRT8, OFD1"
315,TJP1,"ACTB, CDC42, CDK9, FBF1, ISG15, KIF23, KRAS, PPP1CB, PSENEN, RNF168, SCO2"
316,TMOD1,"ACTB, ACTB, ACTG1, CD93, CDKN2A, MYH9, PPP1CB, PSMB10, RECQL4, VAV1"
317,TMOD2,"ACTB, ACTB, ACTG1, CFTR, TFRC, VAV1"
318,TMOD3,"ACTB, ACTB, CDC42, CDC42, CDK9, CFTR, ISG15, ISG15, KIF23, KRAS, MYH9, NPC1, NPC1, PPP1CB, STAT1, TFRC, TFRC"
